Event ID,Date,Year,Month,Month Number,Week,Plant,Production Line,Machine ID,Machine Type,Shift,Operator ID,Technician,Downtime Category,Downtime Reason,Planned or Unplanned,Root Cause,Downtime Minutes,Downtime Hours,Repair Cost EURO,Cost per Minute,Production Units Lost,Product Type,Status,Resolution Time,Maintenance Type
DT-102391,2024-02-13,2024,February,2,7,Plant C - Katowice,Line 1,MC-1394,Conveyor System,Night (22:00-06:00),OP-1221,R. Nagy,Operator Error,Manual Stop,Unplanned,Inadequate training,19.9,0.33,127.93,6.43,11,Consumer Electronics,Resolved,0.51,N/A
DT-102392,2024-02-13,2024,February,2,7,Plant A - Stuttgart,Line 3,MC-5053,Conveyor System,Morning (06:00-14:00),OP-1116,E. Wagner,Software/PLC Error,SCADA Timeout,Unplanned,Configuration drift,72.9,1.22,375.71,5.15,35,Medical Device,Resolved,1.32,Corrective
DT-102390,2024-02-13,2024,February,2,7,Plant A - Stuttgart,Line 3,MC-5908,Press Machine,Morning (06:00-14:00),OP-1140,E. Wagner,Changeover,Recipe Changeover,Planned,Scheduled production changeover,90.8,1.51,565.14,6.22,75,Packaging Materials,Resolved,2.05,N/A
DT-102389,2024-02-13,2024,February,2,7,Plant A - Stuttgart,Line 3,MC-5053,Conveyor System,Morning (06:00-14:00),OP-1009,S. Kaczmarek,Preventive Maintenance,Scheduled Lubrication,Planned,Scheduled maintenance plan (TPM calendar),31.5,0.53,186.4,5.92,13,Consumer Electronics,Resolved,0.71,Preventive
DT-102388,2024-02-13,2024,February,2,7,Plant A - Stuttgart,Line 1,MC-6890,Press Machine,Night (22:00-06:00),OP-1301,H. Zajac,Utility Failure,Water Supply Interruption,Unplanned,Compressor failure,185.3,3.09,1321.11,7.13,129,Medical Device,Resolved,4.6,Emergency
DT-102404,2024-02-14,2024,February,2,7,Plant A - Stuttgart,Line 2,MC-7849,Packaging Unit,Night (22:00-06:00),OP-1046,N. Horvat,Preventive Maintenance,Scheduled Inspection,Planned,Scheduled maintenance plan (TPM calendar),58.1,0.97,136.52,2.35,56,Industrial Parts,Resolved,1.07,Preventive
DT-102402,2024-02-14,2024,February,2,7,Plant C - Katowice,Line 1,MC-7702,Painting Robot,Afternoon (14:00-22:00),OP-1048,S. Kaczmarek,Operator Error,Safety Interlock Triggered,Unplanned,Procedure not followed,14.9,0.25,232.47,15.6,9,Consumer Electronics,Resolved,0.27,N/A
DT-102401,2024-02-14,2024,February,2,7,Plant D - Bratislava,Line 1,MC-7909,Injection Molding,Morning (06:00-14:00),OP-1153,J. Dubois,Mechanical Failure,Motor Burnout,Unplanned,Component wear beyond tolerance,78.6,1.31,982.8,12.5,121,Medical Device,Resolved,2.13,Emergency
DT-102403,2024-02-14,2024,February,2,7,Plant D - Bratislava,Line 1,MC-7909,Injection Molding,Morning (06:00-14:00),OP-1288,R. Nagy,Quality Inspection,Non-Conformance Review,Planned,Customer complaint follow-up,77.0,1.28,580.57,7.54,110,Medical Device,Resolved,2.29,Preventive
DT-102399,2024-02-14,2024,February,2,7,Plant D - Bratislava,Line 2,MC-4486,Press Machine,Afternoon (14:00-22:00),OP-1298,D. Muller,Electrical Failure,Control Panel Fault,Unplanned,Voltage spike,39.9,0.66,560.97,14.06,33,Medical Device,Resolved,0.83,Emergency
DT-102398,2024-02-14,2024,February,2,7,Plant C - Katowice,Line 1,MC-5200,Injection Molding,Afternoon (14:00-22:00),OP-1076,R. Nagy,Electrical Failure,Power Supply Failure,Unplanned,Overheated component,141.1,2.35,1201.37,8.51,193,Consumer Electronics,In Progress,1.35,Corrective
DT-102400,2024-02-14,2024,February,2,7,Plant B - Lyon,Line 1,MC-8447,Press Machine,Morning (06:00-14:00),OP-1046,P. Kowalski,Changeover,Recipe Changeover,Planned,Scheduled production changeover,28.9,0.48,164.65,5.7,26,Industrial Parts,Pending,,N/A
DT-102405,2024-02-15,2024,February,2,7,Plant B - Lyon,Line 1,MC-6684,Injection Molding,Afternoon (14:00-22:00),OP-1209,F. Rousseau,Electrical Failure,Wiring Short Circuit,Unplanned,Corroded contact,42.0,0.7,555.83,13.23,66,Industrial Parts,Pending,,Corrective
DT-102406,2024-02-15,2024,February,2,7,Plant A - Stuttgart,Line 2,MC-2152,Assembly Robot,Night (22:00-06:00),OP-1148,K. Varga,Changeover,Tooling Changeover,Planned,Scheduled production changeover,63.5,1.06,651.98,10.27,52,Packaging Materials,Resolved,1.17,N/A
DT-102407,2024-02-15,2024,February,2,7,Plant B - Lyon,Line 2,MC-7100,Painting Robot,Morning (06:00-14:00),OP-1288,T. Weber,Electrical Failure,Power Supply Failure,Unplanned,Faulty relay,121.4,2.02,1523.64,12.55,69,Medical Device,Resolved,2.61,Corrective
DT-102408,2024-02-15,2024,February,2,7,Plant C - Katowice,Line 2,MC-9148,Injection Molding,Night (22:00-06:00),OP-1065,P. Kowalski,Mechanical Failure,Gearbox Malfunction,Unplanned,Fatigue crack,225.2,3.75,1448.32,6.43,375,Automotive Component,Resolved,4.56,Emergency
DT-102409,2024-02-15,2024,February,2,7,Plant C - Katowice,Line 1,MC-2388,Assembly Robot,Afternoon (14:00-22:00),OP-1323,T. Weber,Quality Inspection,Calibration Check,Planned,Random audit,26.5,0.44,161.81,6.11,28,Automotive Component,Resolved,0.47,Preventive
DT-102415,2024-02-16,2024,February,2,7,Plant C - Katowice,Line 1,MC-2388,Assembly Robot,Night (22:00-06:00),OP-1376,K. Varga,Changeover,Product Changeover,Planned,Scheduled production changeover,37.7,0.63,272.01,7.22,35,Consumer Electronics,Resolved,0.77,N/A
DT-102417,2024-02-16,2024,February,2,7,Plant A - Stuttgart,Line 3,MC-5502,Conveyor System,Morning (06:00-14:00),OP-1308,F. Rousseau,Mechanical Failure,Bearing Failure,Unplanned,Fatigue crack,172.1,2.87,577.74,3.36,70,Medical Device,Pending,,Emergency
DT-102416,2024-02-16,2024,February,2,7,Plant B - Lyon,Line 1,MC-8447,Press Machine,Afternoon (14:00-22:00),OP-1209,L. Fischer,Changeover,Product Changeover,Planned,Scheduled production changeover,90.6,1.51,749.86,8.28,83,Packaging Materials,Resolved,1.53,N/A
DT-102414,2024-02-16,2024,February,2,7,Plant A - Stuttgart,Line 2,MC-2152,Assembly Robot,Night (22:00-06:00),OP-1362,P. Kowalski,Tooling Issue,Tool Breakage,Unplanned,Incorrect feed rate,77.5,1.29,942.98,12.17,59,Packaging Materials,Resolved,2.24,Corrective
DT-102410,2024-02-16,2024,February,2,7,Plant C - Katowice,Line 1,MC-2751,Press Machine,Night (22:00-06:00),OP-1249,P. Kowalski,Software/PLC Error,SCADA Timeout,Unplanned,Configuration drift,47.7,0.8,375.34,7.87,34,Industrial Parts,In Progress,0.46,Corrective
DT-102412,2024-02-16,2024,February,2,7,Plant B - Lyon,Line 1,MC-1574,Painting Robot,Afternoon (14:00-22:00),OP-1203,P. Kowalski,Quality Inspection,Calibration Check,Planned,Dimensional deviation,63.9,1.06,265.4,4.15,47,Automotive Component,Resolved,1.33,Preventive
DT-102411,2024-02-16,2024,February,2,7,Plant C - Katowice,Line 3,MC-5280,Packaging Unit,Morning (06:00-14:00),OP-1150,K. Varga,Material Shortage,Supplier Late Delivery,Unplanned,Inventory planning gap,87.8,1.46,497.11,5.66,103,Consumer Electronics,Pending,,N/A
DT-102413,2024-02-16,2024,February,2,7,Plant C - Katowice,Line 1,MC-1394,Conveyor System,Morning (06:00-14:00),OP-1051,E. Wagner,Mechanical Failure,Belt Breakage,Unplanned,Fatigue crack,164.9,2.75,1145.67,6.95,89,Packaging Materials,In Progress,1.1,Corrective
DT-102418,2024-02-17,2024,February,2,7,Plant B - Lyon,Line 1,MC-5990,CNC Machine,Night (22:00-06:00),OP-1008,E. Wagner,Mechanical Failure,Bearing Failure,Unplanned,Fatigue crack,32.3,0.54,274.96,8.51,27,Industrial Parts,Resolved,0.71,Corrective
DT-102419,2024-02-17,2024,February,2,7,Plant D - Bratislava,Line 2,MC-7141,Robotic Welder,Morning (06:00-14:00),OP-1184,T. Weber,Mechanical Failure,Belt Breakage,Unplanned,Misalignment,265.8,4.43,4581.55,17.24,251,Industrial Parts,Resolved,4.98,Corrective
DT-102420,2024-02-17,2024,February,2,7,Plant B - Lyon,Line 2,MC-1611,Injection Molding,Afternoon (14:00-22:00),OP-1209,J. Dubois,Mechanical Failure,Motor Burnout,Unplanned,Misalignment,140.3,2.34,917.58,6.54,212,Automotive Component,Pending,,Emergency
DT-102421,2024-02-17,2024,February,2,7,Plant B - Lyon,Line 2,MC-7304,Press Machine,Night (22:00-06:00),OP-1246,A. Schmidt,Mechanical Failure,Belt Breakage,Unplanned,Misalignment,127.0,2.12,1261.3,9.93,107,Industrial Parts,Resolved,2.45,Corrective
DT-102422,2024-02-17,2024,February,2,7,Plant A - Stuttgart,Line 2,MC-2152,Assembly Robot,Afternoon (14:00-22:00),OP-1222,R. Nagy,Tooling Issue,Tool Breakage,Unplanned,Exceeded tool life,24.5,0.41,252.11,10.29,21,Medical Device,Resolved,0.62,Corrective
DT-102423,2024-02-18,2024,February,2,7,Plant C - Katowice,Line 3,MC-7027,Assembly Robot,Morning (06:00-14:00),OP-1275,E. Wagner,Mechanical Failure,Bearing Failure,Unplanned,Component wear beyond tolerance,231.6,3.86,3580.68,15.46,244,Industrial Parts,In Progress,3.14,Emergency
DT-102424,2024-02-18,2024,February,2,7,Plant A - Stuttgart,Line 1,MC-6890,Press Machine,Night (22:00-06:00),OP-1161,K. Varga,Changeover,Recipe Changeover,Planned,Scheduled production changeover,41.9,0.7,170.13,4.06,37,Packaging Materials,Resolved,0.84,N/A
DT-102425,2024-02-18,2024,February,2,7,Plant A - Stuttgart,Line 3,MC-5908,Press Machine,Morning (06:00-14:00),OP-1151,R. Nagy,Software/PLC Error,PLC Program Fault,Unplanned,Unhandled exception,60.9,1.01,647.25,10.63,58,Medical Device,Resolved,1.33,Corrective
DT-102431,2024-02-19,2024,February,2,8,Plant B - Lyon,Line 2,MC-5010,Painting Robot,Morning (06:00-14:00),OP-1347,M. Novak,Mechanical Failure,Belt Breakage,Unplanned,Component wear beyond tolerance,222.0,3.7,2772.8,12.49,164,Consumer Electronics,Resolved,3.92,Emergency
DT-102432,2024-02-19,2024,February,2,8,Plant B - Lyon,Line 1,MC-8447,Press Machine,Morning (06:00-14:00),OP-1206,N. Horvat,Tooling Issue,Mold Damage,Unplanned,Material hardness variance,26.2,0.44,341.56,13.04,24,Consumer Electronics,In Progress,0.18,Corrective
DT-102430,2024-02-19,2024,February,2,8,Plant C - Katowice,Line 2,MC-5166,Robotic Welder,Afternoon (14:00-22:00),OP-1227,D. Muller,Tooling Issue,Tool Wear,Unplanned,Incorrect feed rate,21.3,0.36,219.08,10.29,24,Automotive Component,Resolved,0.47,Corrective
DT-102426,2024-02-19,2024,February,2,8,Plant D - Bratislava,Line 1,MC-4916,Press Machine,Afternoon (14:00-22:00),OP-1347,D. Muller,Tooling Issue,Die Misalignment,Unplanned,Exceeded tool life,49.7,0.83,417.16,8.39,46,Packaging Materials,Resolved,1.49,Corrective
DT-102428,2024-02-19,2024,February,2,8,Plant D - Bratislava,Line 1,MC-4916,Press Machine,Morning (06:00-14:00),OP-1238,A. Schmidt,Mechanical Failure,Gearbox Malfunction,Unplanned,Lubrication failure,254.8,4.25,1624.25,6.37,237,Consumer Electronics,Resolved,4.91,Emergency
DT-102427,2024-02-19,2024,February,2,8,Plant C - Katowice,Line 1,MC-7702,Painting Robot,Morning (06:00-14:00),OP-1254,J. Dubois,Quality Inspection,In-Process Quality Hold,Planned,Dimensional deviation,76.0,1.27,649.4,8.54,56,Packaging Materials,Resolved,1.94,Preventive
DT-102429,2024-02-19,2024,February,2,8,Plant C - Katowice,Line 1,MC-2751,Press Machine,Afternoon (14:00-22:00),OP-1347,S. Kaczmarek,Software/PLC Error,HMI Communication Loss,Unplanned,Unhandled exception,73.6,1.23,724.77,9.85,54,Automotive Component,Resolved,1.89,Corrective
DT-102433,2024-02-20,2024,February,2,8,Plant C - Katowice,Line 2,MC-8160,Conveyor System,Morning (06:00-14:00),OP-1247,B. Klein,Mechanical Failure,Belt Breakage,Unplanned,Lubrication failure,296.7,4.94,1487.73,5.01,121,Packaging Materials,Resolved,8.04,Corrective
DT-102434,2024-02-20,2024,February,2,8,Plant B - Lyon,Line 1,MC-6684,Injection Molding,Morning (06:00-14:00),OP-1287,R. Nagy,Mechanical Failure,Gearbox Malfunction,Unplanned,Lubrication failure,85.0,1.42,979.88,11.53,129,Consumer Electronics,Resolved,2.52,Emergency
DT-102435,2024-02-20,2024,February,2,8,Plant C - Katowice,Line 1,MC-7702,Painting Robot,Afternoon (14:00-22:00),OP-1133,A. Schmidt,Mechanical Failure,Hydraulic Leak,Unplanned,Misalignment,103.9,1.73,960.46,9.24,73,Automotive Component,In Progress,1.02,Emergency
DT-102436,2024-02-20,2024,February,2,8,Plant D - Bratislava,Line 2,MC-4486,Press Machine,Afternoon (14:00-22:00),OP-1065,P. Kowalski,Changeover,Product Changeover,Planned,Scheduled production changeover,67.5,1.12,510.97,7.57,48,Industrial Parts,Resolved,1.74,N/A
DT-102437,2024-02-21,2024,February,2,8,Plant A - Stuttgart,Line 3,MC-2642,Injection Molding,Morning (06:00-14:00),OP-1043,T. Weber,Quality Inspection,In-Process Quality Hold,Planned,Dimensional deviation,61.2,1.02,280.67,4.59,88,Automotive Component,Resolved,1.39,Preventive
DT-102438,2024-02-21,2024,February,2,8,Plant A - Stuttgart,Line 1,MC-4896,Conveyor System,Night (22:00-06:00),OP-1228,S. Kaczmarek,Utility Failure,Compressed Air Loss,Unplanned,Grid instability,152.9,2.55,612.12,4.0,87,Industrial Parts,Resolved,3.72,Corrective
DT-102439,2024-02-21,2024,February,2,8,Plant C - Katowice,Line 1,MC-7702,Painting Robot,Morning (06:00-14:00),OP-1076,M. Novak,Material Shortage,Raw Material Delay,Unplanned,Customs delay,132.2,2.2,1371.76,10.38,95,Automotive Component,Resolved,2.54,N/A
DT-102440,2024-02-21,2024,February,2,8,Plant D - Bratislava,Line 2,MC-1066,Press Machine,Afternoon (14:00-22:00),OP-1298,N. Horvat,Mechanical Failure,Belt Breakage,Unplanned,Lubrication failure,146.7,2.44,672.74,4.59,138,Medical Device,Pending,,Corrective
DT-102441,2024-02-21,2024,February,2,8,Plant B - Lyon,Line 2,MC-7304,Press Machine,Morning (06:00-14:00),OP-1072,P. Kowalski,Mechanical Failure,Motor Burnout,Unplanned,Misalignment,191.6,3.19,2069.39,10.8,166,Medical Device,Resolved,5.4,Emergency
DT-102446,2024-02-22,2024,February,2,8,Plant D - Bratislava,Line 1,MC-7909,Injection Molding,Afternoon (14:00-22:00),OP-1209,F. Rousseau,Changeover,Tooling Changeover,Planned,Scheduled production changeover,67.9,1.13,300.82,4.43,106,Medical Device,Pending,,N/A
DT-102445,2024-02-22,2024,February,2,8,Plant C - Katowice,Line 3,MC-4933,Painting Robot,Afternoon (14:00-22:00),OP-1385,A. Schmidt,Changeover,Recipe Changeover,Planned,Scheduled production changeover,63.0,1.05,284.13,4.51,35,Packaging Materials,Resolved,1.14,N/A
DT-102444,2024-02-22,2024,February,2,8,Plant A - Stuttgart,Line 2,MC-2152,Assembly Robot,Night (22:00-06:00),OP-1086,D. Muller,Preventive Maintenance,Scheduled Inspection,Planned,Scheduled maintenance plan (TPM calendar),98.4,1.64,564.39,5.74,79,Automotive Component,Resolved,2.46,Predictive
DT-102442,2024-02-22,2024,February,2,8,Plant C - Katowice,Line 1,MC-1394,Conveyor System,Afternoon (14:00-22:00),OP-1306,P. Kowalski,Tooling Issue,Mold Damage,Unplanned,Exceeded tool life,37.8,0.63,213.64,5.65,19,Consumer Electronics,Resolved,0.92,Corrective
DT-102443,2024-02-22,2024,February,2,8,Plant C - Katowice,Line 3,MC-7027,Assembly Robot,Night (22:00-06:00),OP-1147,B. Klein,Utility Failure,Cooling System Failure,Unplanned,Grid instability,122.3,2.04,1445.49,11.82,126,Medical Device,Resolved,3.58,Emergency
DT-102447,2024-02-23,2024,February,2,8,Plant C - Katowice,Line 3,MC-4933,Painting Robot,Morning (06:00-14:00),OP-1153,H. Zajac,Electrical Failure,Wiring Short Circuit,Unplanned,Corroded contact,203.8,3.4,2594.45,12.73,133,Automotive Component,Resolved,5.36,Corrective
DT-102448,2024-02-24,2024,February,2,8,Plant A - Stuttgart,Line 1,MC-6890,Press Machine,Morning (06:00-14:00),OP-1027,L. Fischer,Changeover,Tooling Changeover,Planned,Scheduled production changeover,25.4,0.42,130.86,5.15,22,Consumer Electronics,Resolved,0.68,N/A
DT-102449,2024-02-25,2024,February,2,8,Plant D - Bratislava,Line 1,MC-6667,Press Machine,Morning (06:00-14:00),OP-1118,T. Weber,Quality Inspection,In-Process Quality Hold,Planned,Dimensional deviation,51.7,0.86,450.52,8.71,48,Consumer Electronics,Resolved,1.35,Preventive
DT-102450,2024-02-25,2024,February,2,8,Plant C - Katowice,Line 3,MC-5280,Packaging Unit,Night (22:00-06:00),OP-1159,E. Wagner,Quality Inspection,In-Process Quality Hold,Planned,Customer complaint follow-up,32.1,0.54,167.55,5.22,39,Automotive Component,Resolved,0.71,Preventive
DT-102451,2024-02-25,2024,February,2,8,Plant A - Stuttgart,Line 2,MC-9779,Assembly Robot,Night (22:00-06:00),OP-1216,P. Kowalski,Preventive Maintenance,Calibration,Planned,Scheduled maintenance plan (TPM calendar),126.2,2.1,1100.41,8.72,110,Consumer Electronics,Pending,,Predictive
DT-102452,2024-02-25,2024,February,2,8,Plant C - Katowice,Line 1,MC-7702,Painting Robot,Afternoon (14:00-22:00),OP-1374,E. Wagner,Mechanical Failure,Belt Breakage,Unplanned,Lubrication failure,60.0,1.0,785.55,13.09,40,Packaging Materials,Resolved,1.6,Corrective
DT-102453,2024-02-25,2024,February,2,8,Plant C - Katowice,Line 3,MC-4933,Painting Robot,Afternoon (14:00-22:00),OP-1217,D. Muller,Utility Failure,Power Outage,Unplanned,Grid instability,28.8,0.48,269.1,9.34,16,Consumer Electronics,Pending,,Emergency
DT-102454,2024-02-26,2024,February,2,9,Plant B - Lyon,Line 1,MC-1574,Painting Robot,Morning (06:00-14:00),OP-1333,P. Kowalski,Utility Failure,Power Outage,Unplanned,Chiller malfunction,44.2,0.74,474.19,10.73,25,Industrial Parts,Resolved,0.78,Emergency
DT-102455,2024-02-26,2024,February,2,9,Plant D - Bratislava,Line 2,MC-2798,Press Machine,Afternoon (14:00-22:00),OP-1058,L. Fischer,Material Shortage,Component Stockout,Unplanned,Supplier logistics delay,276.5,4.61,2740.09,9.91,228,Consumer Electronics,Pending,,N/A
DT-102456,2024-02-26,2024,February,2,9,Plant D - Bratislava,Line 2,MC-4486,Press Machine,Morning (06:00-14:00),OP-1385,H. Zajac,Mechanical Failure,Belt Breakage,Unplanned,Lubrication failure,47.8,0.8,439.07,9.19,32,Packaging Materials,Resolved,0.98,Emergency
DT-102457,2024-02-26,2024,February,2,9,Plant A - Stuttgart,Line 3,MC-5502,Conveyor System,Morning (06:00-14:00),OP-1245,L. Fischer,Changeover,Product Changeover,Planned,Scheduled production changeover,23.7,0.39,85.54,3.61,13,Industrial Parts,In Progress,0.24,N/A
DT-102462,2024-02-27,2024,February,2,9,Plant A - Stuttgart,Line 1,MC-1773,Press Machine,Afternoon (14:00-22:00),OP-1306,K. Varga,Changeover,Tooling Changeover,Planned,Scheduled production changeover,109.4,1.82,944.76,8.64,86,Industrial Parts,Resolved,3.17,N/A
DT-102460,2024-02-27,2024,February,2,9,Plant C - Katowice,Line 3,MC-3041,Injection Molding,Night (22:00-06:00),OP-1149,R. Nagy,Changeover,Recipe Changeover,Planned,Scheduled production changeover,122.5,2.04,929.97,7.59,181,Packaging Materials,In Progress,1.68,N/A
DT-102461,2024-02-27,2024,February,2,9,Plant B - Lyon,Line 1,MC-6684,Injection Molding,Afternoon (14:00-22:00),OP-1316,J. Dubois,Electrical Failure,Sensor Fault,Unplanned,Overheated component,28.2,0.47,323.33,11.47,35,Medical Device,Pending,,Corrective
DT-102458,2024-02-27,2024,February,2,9,Plant C - Katowice,Line 1,MC-7702,Painting Robot,Morning (06:00-14:00),OP-1182,R. Nagy,Quality Inspection,In-Process Quality Hold,Planned,Random audit,44.8,0.75,378.2,8.44,32,Packaging Materials,Pending,,Preventive
DT-102459,2024-02-27,2024,February,2,9,Plant B - Lyon,Line 1,MC-8447,Press Machine,Afternoon (14:00-22:00),OP-1152,K. Varga,Utility Failure,Water Supply Interruption,Unplanned,Grid instability,114.2,1.9,914.16,8.0,100,Consumer Electronics,In Progress,1.34,Corrective
DT-102463,2024-02-28,2024,February,2,9,Plant C - Katowice,Line 3,MC-7027,Assembly Robot,Afternoon (14:00-22:00),OP-1234,S. Kaczmarek,Tooling Issue,Mold Damage,Unplanned,Incorrect feed rate,91.9,1.53,1061.96,11.56,90,Medical Device,Resolved,1.73,Corrective
DT-102464,2024-02-28,2024,February,2,9,Plant D - Bratislava,Line 2,MC-3594,Painting Robot,Morning (06:00-14:00),OP-1362,N. Horvat,Tooling Issue,Tool Wear,Unplanned,Incorrect feed rate,143.9,2.4,1183.94,8.23,77,Automotive Component,Resolved,3.99,Corrective
DT-102465,2024-02-28,2024,February,2,9,Plant B - Lyon,Line 1,MC-8447,Press Machine,Afternoon (14:00-22:00),OP-1288,P. Kowalski,Operator Error,Manual Stop,Unplanned,Inadequate training,47.2,0.79,505.56,10.71,40,Packaging Materials,Resolved,1.05,N/A
DT-102466,2024-02-29,2024,February,2,9,Plant A - Stuttgart,Line 2,MC-8073,Packaging Unit,Morning (06:00-14:00),OP-1039,N. Horvat,Utility Failure,Water Supply Interruption,Unplanned,Grid instability,94.6,1.58,714.42,7.55,103,Consumer Electronics,In Progress,0.89,Emergency
DT-102467,2024-02-29,2024,February,2,9,Plant D - Bratislava,Line 1,MC-6667,Press Machine,Night (22:00-06:00),OP-1252,P. Kowalski,Material Shortage,Component Stockout,Unplanned,Inventory planning gap,67.5,1.12,508.58,7.53,47,Packaging Materials,Pending,,N/A
DT-102468,2024-02-29,2024,February,2,9,Plant C - Katowice,Line 3,MC-7027,Assembly Robot,Afternoon (14:00-22:00),OP-1156,P. Kowalski,Changeover,Product Changeover,Planned,Scheduled production changeover,112.8,1.88,593.61,5.26,115,Automotive Component,Resolved,2.52,N/A
DT-102469,2024-02-29,2024,February,2,9,Plant B - Lyon,Line 1,MC-8447,Press Machine,Afternoon (14:00-22:00),OP-1277,E. Wagner,Mechanical Failure,Motor Burnout,Unplanned,Misalignment,109.7,1.83,1492.14,13.6,78,Packaging Materials,Resolved,2.77,Corrective
DT-102470,2024-02-29,2024,February,2,9,Plant B - Lyon,Line 1,MC-5990,CNC Machine,Night (22:00-06:00),OP-1203,D. Muller,Tooling Issue,Tool Wear,Unplanned,Material hardness variance,38.0,0.63,634.26,16.69,26,Packaging Materials,In Progress,0.28,Corrective
